Country,Indicator,Year,Inflation_Rate,ID
South Africa,Annual average inflation (consumer prices) rate,2022,6.9,South Africa_2022
"South Sudan, Republic of",Annual average inflation (consumer prices) rate,2022,-3.2,"South Sudan, Republic of_2022"
Spain,Annual average inflation (consumer prices) rate,2022,8.3,Spain_2022
Sri Lanka,Annual average inflation (consumer prices) rate,2022,45.2,Sri Lanka_2022
Sudan,Annual average inflation (consumer prices) rate,2022,138.8,Sudan_2022
Suriname,Annual average inflation (consumer prices) rate,2022,52.4,Suriname_2022
Sweden,Annual average inflation (consumer prices) rate,2022,8.1,Sweden_2022
Switzerland,Annual average inflation (consumer prices) rate,2022,2.8,Switzerland_2022
Syria,Annual average inflation (consumer prices) rate,2022,,Syria_2022
São Tomé and Príncipe,Annual average inflation (consumer prices) rate,2022,18.0,São Tomé and Príncipe_2022
Taiwan Province of China,Annual average inflation (consumer prices) rate,2022,2.9,Taiwan Province of China_2022
Tajikistan,Annual average inflation (consumer prices) rate,2022,6.6,Tajikistan_2022
Tanzania,Annual average inflation (consumer prices) rate,2022,4.4,Tanzania_2022
Thailand,Annual average inflation (consumer prices) rate,2022,6.1,Thailand_2022
Timor-Leste,Annual average inflation (consumer prices) rate,2022,7.0,Timor-Leste_2022
Togo,Annual average inflation (consumer prices) rate,2022,7.6,Togo_2022
Tonga,Annual average inflation (consumer prices) rate,2022,8.5,Tonga_2022
Trinidad and Tobago,Annual average inflation (consumer prices) rate,2022,5.8,Trinidad and Tobago_2022
Tunisia,Annual average inflation (consumer prices) rate,2022,8.3,Tunisia_2022
Turkmenistan,Annual average inflation (consumer prices) rate,2022,11.2,Turkmenistan_2022
Tuvalu,Annual average inflation (consumer prices) rate,2022,11.5,Tuvalu_2022
"Türkiye, Republic of",Annual average inflation (consumer prices) rate,2022,72.3,"Türkiye, Republic of_2022"
Uganda,Annual average inflation (consumer prices) rate,2022,7.2,Uganda_2022
Ukraine,Annual average inflation (consumer prices) rate,2022,20.2,Ukraine_2022
United Arab Emirates,Annual average inflation (consumer prices) rate,2022,4.8,United Arab Emirates_2022
United Kingdom,Annual average inflation (consumer prices) rate,2022,9.1,United Kingdom_2022
United States,Annual average inflation (consumer prices) rate,2022,8.0,United States_2022
Uruguay,Annual average inflation (consumer prices) rate,2022,9.1,Uruguay_2022
Uzbekistan,Annual average inflation (consumer prices) rate,2022,11.4,Uzbekistan_2022
Vanuatu,Annual average inflation (consumer prices) rate,2022,7.0,Vanuatu_2022
Venezuela,Annual average inflation (consumer prices) rate,2022,186.5,Venezuela_2022
Vietnam,Annual average inflation (consumer prices) rate,2022,3.2,Vietnam_2022
West Bank and Gaza,Annual average inflation (consumer prices) rate,2022,3.7,West Bank and Gaza_2022
Yemen,Annual average inflation (consumer prices) rate,2022,29.5,Yemen_2022
Zambia,Annual average inflation (consumer prices) rate,2022,11.0,Zambia_2022
Zimbabwe,Annual average inflation (consumer prices) rate,2022,193.4,Zimbabwe_2022
Afghanistan,Annual average inflation (consumer prices) rate,2023,9.1,Afghanistan_2023
Albania,Annual average inflation (consumer prices) rate,2023,4.8,Albania_2023
Algeria,Annual average inflation (consumer prices) rate,2023,9.0,Algeria_2023
Andorra,Annual average inflation (consumer prices) rate,2023,5.2,Andorra_2023
Angola,Annual average inflation (consumer prices) rate,2023,13.1,Angola_2023
Antigua and Barbuda,Annual average inflation (consumer prices) rate,2023,5.0,Antigua and Barbuda_2023
Argentina,Annual average inflation (consumer prices) rate,2023,121.7,Argentina_2023
Armenia,Annual average inflation (consumer prices) rate,2023,3.5,Armenia_2023
Aruba,Annual average inflation (consumer prices) rate,2023,4.5,Aruba_2023
Australia,Annual average inflation (consumer prices) rate,2023,5.8,Australia_2023
Austria,Annual average inflation (consumer prices) rate,2023,7.8,Austria_2023
Azerbaijan,Annual average inflation (consumer prices) rate,2023,10.3,Azerbaijan_2023
"Bahamas, The",Annual average inflation (consumer prices) rate,2023,3.9,"Bahamas, The_2023"
Bahrain,Annual average inflation (consumer prices) rate,2023,1.0,Bahrain_2023
Bangladesh,Annual average inflation (consumer prices) rate,2023,9.0,Bangladesh_2023
Barbados,Annual average inflation (consumer prices) rate,2023,5.2,Barbados_2023
Belarus,Annual average inflation (consumer prices) rate,2023,4.7,Belarus_2023
Belgium,Annual average inflation (consumer prices) rate,2023,2.5,Belgium_2023
Belize,Annual average inflation (consumer prices) rate,2023,3.7,Belize_2023
Benin,Annual average inflation (consumer prices) rate,2023,5.0,Benin_2023
Bhutan,Annual average inflation (consumer prices) rate,2023,5.2,Bhutan_2023
Bolivia,Annual average inflation (consumer prices) rate,2023,3.0,Bolivia_2023
Bosnia and Herzegovina,Annual average inflation (consumer prices) rate,2023,5.5,Bosnia and Herzegovina_2023
Botswana,Annual average inflation (consumer prices) rate,2023,5.9,Botswana_2023
Brazil,Annual average inflation (consumer prices) rate,2023,4.7,Brazil_2023
Brunei Darussalam,Annual average inflation (consumer prices) rate,2023,1.7,Brunei Darussalam_2023
Bulgaria,Annual average inflation (consumer prices) rate,2023,8.5,Bulgaria_2023
Burkina Faso,Annual average inflation (consumer prices) rate,2023,1.4,Burkina Faso_2023
Burundi,Annual average inflation (consumer prices) rate,2023,20.1,Burundi_2023
Cabo Verde,Annual average inflation (consumer prices) rate,2023,5.2,Cabo Verde_2023
Cambodia,Annual average inflation (consumer prices) rate,2023,2.0,Cambodia_2023
Cameroon,Annual average inflation (consumer prices) rate,2023,7.2,Cameroon_2023
Canada,Annual average inflation (consumer prices) rate,2023,3.6,Canada_2023
Central African Republic,Annual average inflation (consumer prices) rate,2023,6.5,Central African Republic_2023
Chad,Annual average inflation (consumer prices) rate,2023,7.0,Chad_2023
Chile,Annual average inflation (consumer prices) rate,2023,7.8,Chile_2023
"China, People's Republic of",Annual average inflation (consumer prices) rate,2023,0.7,"China, People's Republic of_2023"
Colombia,Annual average inflation (consumer prices) rate,2023,11.4,Colombia_2023
Comoros,Annual average inflation (consumer prices) rate,2023,11.1,Comoros_2023
"Congo, Dem. Rep. of the",Annual average inflation (consumer prices) rate,2023,19.1,"Congo, Dem. Rep. of the_2023"
"Congo, Republic of ",Annual average inflation (consumer prices) rate,2023,3.5,"Congo, Republic of _2023"
Costa Rica,Annual average inflation (consumer prices) rate,2023,0.7,Costa Rica_2023
Croatia,Annual average inflation (consumer prices) rate,2023,8.6,Croatia_2023
Cyprus,Annual average inflation (consumer prices) rate,2023,3.5,Cyprus_2023
Czech Republic,Annual average inflation (consumer prices) rate,2023,10.9,Czech Republic_2023
Côte d'Ivoire,Annual average inflation (consumer prices) rate,2023,4.3,Côte d'Ivoire_2023
Denmark,Annual average inflation (consumer prices) rate,2023,4.1,Denmark_2023
Djibouti,Annual average inflation (consumer prices) rate,2023,1.2,Djibouti_2023
Dominica,Annual average inflation (consumer prices) rate,2023,6.2,Dominica_2023
Dominican Republic,Annual average inflation (consumer prices) rate,2023,4.9,Dominican Republic_2023
Ecuador,Annual average inflation (consumer prices) rate,2023,2.3,Ecuador_2023
Egypt,Annual average inflation (consumer prices) rate,2023,23.5,Egypt_2023
El Salvador,Annual average inflation (consumer prices) rate,2023,4.4,El Salvador_2023
Equatorial Guinea,Annual average inflation (consumer prices) rate,2023,2.4,Equatorial Guinea_2023
Eritrea,Annual average inflation (consumer prices) rate,2023,,Eritrea_2023
Estonia,Annual average inflation (consumer prices) rate,2023,10.0,Estonia_2023
Eswatini,Annual average inflation (consumer prices) rate,2023,5.5,Eswatini_2023
Ethiopia,Annual average inflation (consumer prices) rate,2023,29.1,Ethiopia_2023
Fiji,Annual average inflation (consumer prices) rate,2023,3.0,Fiji_2023
Finland,Annual average inflation (consumer prices) rate,2023,4.5,Finland_2023
France,Annual average inflation (consumer prices) rate,2023,5.6,France_2023
Gabon,Annual average inflation (consumer prices) rate,2023,3.8,Gabon_2023
"Gambia, The",Annual average inflation (consumer prices) rate,2023,17.0,"Gambia, The_2023"
Georgia,Annual average inflation (consumer prices) rate,2023,2.4,Georgia_2023
Germany,Annual average inflation (consumer prices) rate,2023,6.3,Germany_2023
Ghana,Annual average inflation (consumer prices) rate,2023,42.2,Ghana_2023
Greece,Annual average inflation (consumer prices) rate,2023,4.1,Greece_2023
Grenada,Annual average inflation (consumer prices) rate,2023,3.6,Grenada_2023
Guatemala,Annual average inflation (consumer prices) rate,2023,6.3,Guatemala_2023
Guinea,Annual average inflation (consumer prices) rate,2023,8.3,Guinea_2023
Guinea-Bissau,Annual average inflation (consumer prices) rate,2023,7.0,Guinea-Bissau_2023
Guyana,Annual average inflation (consumer prices) rate,2023,5.5,Guyana_2023
Haiti,Annual average inflation (consumer prices) rate,2023,43.6,Haiti_2023
Honduras,Annual average inflation (consumer prices) rate,2023,6.4,Honduras_2023
Hong Kong SAR,Annual average inflation (consumer prices) rate,2023,2.2,Hong Kong SAR_2023
Hungary,Annual average inflation (consumer prices) rate,2023,17.7,Hungary_2023
Iceland,Annual average inflation (consumer prices) rate,2023,8.6,Iceland_2023
India,Annual average inflation (consumer prices) rate,2023,5.5,India_2023
Indonesia,Annual average inflation (consumer prices) rate,2023,3.6,Indonesia_2023
Iran,Annual average inflation (consumer prices) rate,2023,47.0,Iran_2023
Iraq,Annual average inflation (consumer prices) rate,2023,5.3,Iraq_2023
Ireland,Annual average inflation (consumer prices) rate,2023,5.2,Ireland_2023
Israel,Annual average inflation (consumer prices) rate,2023,4.3,Israel_2023
Italy,Annual average inflation (consumer prices) rate,2023,6.0,Italy_2023
Jamaica,Annual average inflation (consumer prices) rate,2023,6.5,Jamaica_2023
Japan,Annual average inflation (consumer prices) rate,2023,3.2,Japan_2023
Jordan,Annual average inflation (consumer prices) rate,2023,2.7,Jordan_2023
Kazakhstan,Annual average inflation (consumer prices) rate,2023,15.0,Kazakhstan_2023
Kenya,Annual average inflation (consumer prices) rate,2023,7.7,Kenya_2023
Kiribati,Annual average inflation (consumer prices) rate,2023,9.0,Kiribati_2023
"Korea, Republic of",Annual average inflation (consumer prices) rate,2023,3.4,"Korea, Republic of_2023"
Kosovo,Annual average inflation (consumer prices) rate,2023,4.7,Kosovo_2023
Kuwait,Annual average inflation (consumer prices) rate,2023,3.4,Kuwait_2023
Kyrgyz Republic,Annual average inflation (consumer prices) rate,2023,11.7,Kyrgyz Republic_2023
Lao P.D.R.,Annual average inflation (consumer prices) rate,2023,28.1,Lao P.D.R._2023
Latvia,Annual average inflation (consumer prices) rate,2023,9.9,Latvia_2023
Lebanon,Annual average inflation (consumer prices) rate,2023,,Lebanon_2023
Lesotho,Annual average inflation (consumer prices) rate,2023,6.9,Lesotho_2023
Liberia,Annual average inflation (consumer prices) rate,2023,10.6,Liberia_2023
Libya,Annual average inflation (consumer prices) rate,2023,3.4,Libya_2023
Lithuania,Annual average inflation (consumer prices) rate,2023,9.3,Lithuania_2023
Luxembourg,Annual average inflation (consumer prices) rate,2023,3.2,Luxembourg_2023
Macao SAR,Annual average inflation (consumer prices) rate,2023,0.9,Macao SAR_2023
Madagascar,Annual average inflation (consumer prices) rate,2023,10.5,Madagascar_2023
Malawi,Annual average inflation (consumer prices) rate,2023,27.7,Malawi_2023
Malaysia,Annual average inflation (consumer prices) rate,2023,2.9,Malaysia_2023
Maldives,Annual average inflation (consumer prices) rate,2023,3.5,Maldives_2023
Mali,Annual average inflation (consumer prices) rate,2023,5.0,Mali_2023
Malta,Annual average inflation (consumer prices) rate,2023,5.8,Malta_2023
Marshall Islands,Annual average inflation (consumer prices) rate,2023,5.2,Marshall Islands_2023
Mauritania,Annual average inflation (consumer prices) rate,2023,7.5,Mauritania_2023
Mauritius,Annual average inflation (consumer prices) rate,2023,7.8,Mauritius_2023
Mexico,Annual average inflation (consumer prices) rate,2023,5.5,Mexico_2023
"Micronesia, Fed. States of",Annual average inflation (consumer prices) rate,2023,5.3,"Micronesia, Fed. States of_2023"
Moldova,Annual average inflation (consumer prices) rate,2023,13.3,Moldova_2023
Mongolia,Annual average inflation (consumer prices) rate,2023,12.3,Mongolia_2023
Montenegro,Annual average inflation (consumer prices) rate,2023,8.3,Montenegro_2023
Morocco,Annual average inflation (consumer prices) rate,2023,6.3,Morocco_2023
Mozambique,Annual average inflation (consumer prices) rate,2023,7.4,Mozambique_2023
Myanmar,Annual average inflation (consumer prices) rate,2023,14.2,Myanmar_2023
Namibia,Annual average inflation (consumer prices) rate,2023,6.0,Namibia_2023
Nauru,Annual average inflation (consumer prices) rate,2023,6.1,Nauru_2023
Nepal,Annual average inflation (consumer prices) rate,2023,7.8,Nepal_2023
Netherlands,Annual average inflation (consumer prices) rate,2023,4.0,Netherlands_2023
New Zealand,Annual average inflation (consumer prices) rate,2023,4.9,New Zealand_2023
Nicaragua,Annual average inflation (consumer prices) rate,2023,9.1,Nicaragua_2023
Niger,Annual average inflation (consumer prices) rate,2023,4.6,Niger_2023
Nigeria,Annual average inflation (consumer prices) rate,2023,25.1,Nigeria_2023
North Macedonia ,Annual average inflation (consumer prices) rate,2023,10.0,North Macedonia _2023
Norway,Annual average inflation (consumer prices) rate,2023,5.8,Norway_2023
Oman,Annual average inflation (consumer prices) rate,2023,1.1,Oman_2023
Pakistan,Annual average inflation (consumer prices) rate,2023,29.2,Pakistan_2023
Palau,Annual average inflation (consumer prices) rate,2023,12.5,Palau_2023
Panama,Annual average inflation (consumer prices) rate,2023,1.5,Panama_2023
Papua New Guinea,Annual average inflation (consumer prices) rate,2023,5.0,Papua New Guinea_2023
Paraguay,Annual average inflation (consumer prices) rate,2023,4.7,Paraguay_2023
Peru,Annual average inflation (consumer prices) rate,2023,6.5,Peru_2023
Philippines,Annual average inflation (consumer prices) rate,2023,5.8,Philippines_2023
Poland,Annual average inflation (consumer prices) rate,2023,12.0,Poland_2023
Portugal,Annual average inflation (consumer prices) rate,2023,5.3,Portugal_2023
Puerto Rico,Annual average inflation (consumer prices) rate,2023,2.9,Puerto Rico_2023
Qatar,Annual average inflation (consumer prices) rate,2023,2.8,Qatar_2023
Romania,Annual average inflation (consumer prices) rate,2023,10.7,Romania_2023
Russian Federation,Annual average inflation (consumer prices) rate,2023,5.3,Russian Federation_2023
Rwanda,Annual average inflation (consumer prices) rate,2023,14.5,Rwanda_2023
Saint Kitts and Nevis,Annual average inflation (consumer prices) rate,2023,2.9,Saint Kitts and Nevis_2023
Saint Lucia,Annual average inflation (consumer prices) rate,2023,3.6,Saint Lucia_2023
Saint Vincent and the Grenadines,Annual average inflation (consumer prices) rate,2023,4.4,Saint Vincent and the Grenadines_2023
Samoa,Annual average inflation (consumer prices) rate,2023,12.0,Samoa_2023
San Marino,Annual average inflation (consumer prices) rate,2023,5.9,San Marino_2023
Saudi Arabia,Annual average inflation (consumer prices) rate,2023,2.5,Saudi Arabia_2023
Senegal,Annual average inflation (consumer prices) rate,2023,6.1,Senegal_2023
Serbia,Annual average inflation (consumer prices) rate,2023,12.4,Serbia_2023
Seychelles,Annual average inflation (consumer prices) rate,2023,-0.8,Seychelles_2023
Sierra Leone,Annual average inflation (consumer prices) rate,2023,42.9,Sierra Leone_2023
Singapore,Annual average inflation (consumer prices) rate,2023,5.5,Singapore_2023
Slovak Republic,Annual average inflation (consumer prices) rate,2023,10.9,Slovak Republic_2023
Slovenia,Annual average inflation (consumer prices) rate,2023,7.4,Slovenia_2023
Solomon Islands,Annual average inflation (consumer prices) rate,2023,4.9,Solomon Islands_2023
Somalia,Annual average inflation (consumer prices) rate,2023,5.7,Somalia_2023
South Africa,Annual average inflation (consumer prices) rate,2023,5.8,South Africa_2023
"South Sudan, Republic of",Annual average inflation (consumer prices) rate,2023,16.3,"South Sudan, Republic of_2023"
Spain,Annual average inflation (consumer prices) rate,2023,3.5,Spain_2023
Sri Lanka,Annual average inflation (consumer prices) rate,2023,,Sri Lanka_2023
Sudan,Annual average inflation (consumer prices) rate,2023,256.2,Sudan_2023
Suriname,Annual average inflation (consumer prices) rate,2023,53.3,Suriname_2023
Sweden,Annual average inflation (consumer prices) rate,2023,6.9,Sweden_2023
Switzerland,Annual average inflation (consumer prices) rate,2023,2.2,Switzerland_2023
Syria,Annual average inflation (consumer prices) rate,2023,,Syria_2023
São Tomé and Príncipe,Annual average inflation (consumer prices) rate,2023,20.8,São Tomé and Príncipe_2023
Taiwan Province of China,Annual average inflation (consumer prices) rate,2023,2.1,Taiwan Province of China_2023
Tajikistan,Annual average inflation (consumer prices) rate,2023,4.6,Tajikistan_2023
Tanzania,Annual average inflation (consumer prices) rate,2023,4.0,Tanzania_2023
Thailand,Annual average inflation (consumer prices) rate,2023,1.5,Thailand_2023
Timor-Leste,Annual average inflation (consumer prices) rate,2023,6.0,Timor-Leste_2023
Togo,Annual average inflation (consumer prices) rate,2023,5.0,Togo_2023
Tonga,Annual average inflation (consumer prices) rate,2023,10.2,Tonga_2023
Trinidad and Tobago,Annual average inflation (consumer prices) rate,2023,5.4,Trinidad and Tobago_2023
Tunisia,Annual average inflation (consumer prices) rate,2023,9.4,Tunisia_2023
Turkmenistan,Annual average inflation (consumer prices) rate,2023,5.9,Turkmenistan_2023
Tuvalu,Annual average inflation (consumer prices) rate,2023,6.2,Tuvalu_2023
"Türkiye, Republic of",Annual average inflation (consumer prices) rate,2023,51.2,"Türkiye, Republic of_2023"
Uganda,Annual average inflation (consumer prices) rate,2023,5.8,Uganda_2023
Ukraine,Annual average inflation (consumer prices) rate,2023,17.7,Ukraine_2023
United Arab Emirates,Annual average inflation (consumer prices) rate,2023,3.1,United Arab Emirates_2023
United Kingdom,Annual average inflation (consumer prices) rate,2023,7.7,United Kingdom_2023
United States,Annual average inflation (consumer prices) rate,2023,4.1,United States_2023
Uruguay,Annual average inflation (consumer prices) rate,2023,6.1,Uruguay_2023
Uzbekistan,Annual average inflation (consumer prices) rate,2023,10.2,Uzbekistan_2023
Vanuatu,Annual average inflation (consumer prices) rate,2023,9.3,Vanuatu_2023
Venezuela,Annual average inflation (consumer prices) rate,2023,360.0,Venezuela_2023
Vietnam,Annual average inflation (consumer prices) rate,2023,3.4,Vietnam_2023
West Bank and Gaza,Annual average inflation (consumer prices) rate,2023,3.4,West Bank and Gaza_2023
Yemen,Annual average inflation (consumer prices) rate,2023,14.9,Yemen_2023
Zambia,Annual average inflation (consumer prices) rate,2023,10.6,Zambia_2023
Zimbabwe,Annual average inflation (consumer prices) rate,2023,314.5,Zimbabwe_2023
Afghanistan,Annual average inflation (consumer prices) rate,2024,,Afghanistan_2024
Albania,Annual average inflation (consumer prices) rate,2024,4.0,Albania_2024
Algeria,Annual average inflation (consumer prices) rate,2024,6.8,Algeria_2024
Andorra,Annual average inflation (consumer prices) rate,2024,3.5,Andorra_2024
Angola,Annual average inflation (consumer prices) rate,2024,22.3,Angola_2024
Antigua and Barbuda,Annual average inflation (consumer prices) rate,2024,2.9,Antigua and Barbuda_2024
Argentina,Annual average inflation (consumer prices) rate,2024,93.7,Argentina_2024
Armenia,Annual average inflation (consumer prices) rate,2024,4.0,Armenia_2024
Aruba,Annual average inflation (consumer prices) rate,2024,2.3,Aruba_2024
Australia,Annual average inflation (consumer prices) rate,2024,4.0,Australia_2024
Austria,Annual average inflation (consumer prices) rate,2024,3.7,Austria_2024
Azerbaijan,Annual average inflation (consumer prices) rate,2024,5.6,Azerbaijan_2024
"Bahamas, The",Annual average inflation (consumer prices) rate,2024,3.2,"Bahamas, The_2024"
Bahrain,Annual average inflation (consumer prices) rate,2024,1.4,Bahrain_2024
Bangladesh,Annual average inflation (consumer prices) rate,2024,7.9,Bangladesh_2024
Barbados,Annual average inflation (consumer prices) rate,2024,3.1,Barbados_2024
Belarus,Annual average inflation (consumer prices) rate,2024,5.7,Belarus_2024
Belgium,Annual average inflation (consumer prices) rate,2024,4.3,Belgium_2024
Belize,Annual average inflation (consumer prices) rate,2024,1.7,Belize_2024
Benin,Annual average inflation (consumer prices) rate,2024,2.5,Benin_2024
Bhutan,Annual average inflation (consumer prices) rate,2024,4.4,Bhutan_2024
Bolivia,Annual average inflation (consumer prices) rate,2024,4.4,Bolivia_2024
Bosnia and Herzegovina,Annual average inflation (consumer prices) rate,2024,3.0,Bosnia and Herzegovina_2024
Botswana,Annual average inflation (consumer prices) rate,2024,4.7,Botswana_2024
Brazil,Annual average inflation (consumer prices) rate,2024,4.5,Brazil_2024
Brunei Darussalam,Annual average inflation (consumer prices) rate,2024,1.5,Brunei Darussalam_2024
Bulgaria,Annual average inflation (consumer prices) rate,2024,3.0,Bulgaria_2024
Burkina Faso,Annual average inflation (consumer prices) rate,2024,3.0,Burkina Faso_2024
Burundi,Annual average inflation (consumer prices) rate,2024,16.1,Burundi_2024
Cabo Verde,Annual average inflation (consumer prices) rate,2024,2.0,Cabo Verde_2024
Cambodia,Annual average inflation (consumer prices) rate,2024,3.0,Cambodia_2024
Cameroon,Annual average inflation (consumer prices) rate,2024,4.8,Cameroon_2024
Canada,Annual average inflation (consumer prices) rate,2024,2.4,Canada_2024
Central African Republic,Annual average inflation (consumer prices) rate,2024,3.2,Central African Republic_2024
Chad,Annual average inflation (consumer prices) rate,2024,3.5,Chad_2024
Chile,Annual average inflation (consumer prices) rate,2024,3.6,Chile_2024
"China, People's Republic of",Annual average inflation (consumer prices) rate,2024,1.7,"China, People's Republic of_2024"
Colombia,Annual average inflation (consumer prices) rate,2024,5.2,Colombia_2024
Comoros,Annual average inflation (consumer prices) rate,2024,1.2,Comoros_2024
"Congo, Dem. Rep. of the",Annual average inflation (consumer prices) rate,2024,10.6,"Congo, Dem. Rep. of the_2024"
"Congo, Republic of ",Annual average inflation (consumer prices) rate,2024,3.2,"Congo, Republic of _2024"
Costa Rica,Annual average inflation (consumer prices) rate,2024,1.9,Costa Rica_2024
Croatia,Annual average inflation (consumer prices) rate,2024,4.2,Croatia_2024
Cyprus,Annual average inflation (consumer prices) rate,2024,2.4,Cyprus_2024
Czech Republic,Annual average inflation (consumer prices) rate,2024,4.6,Czech Republic_2024
Côte d'Ivoire,Annual average inflation (consumer prices) rate,2024,2.3,Côte d'Ivoire_2024
Denmark,Annual average inflation (consumer prices) rate,2024,2.8,Denmark_2024
Djibouti,Annual average inflation (consumer prices) rate,2024,1.8,Djibouti_2024
Dominica,Annual average inflation (consumer prices) rate,2024,2.8,Dominica_2024
Dominican Republic,Annual average inflation (consumer prices) rate,2024,4.2,Dominican Republic_2024
Ecuador,Annual average inflation (consumer prices) rate,2024,1.8,Ecuador_2024
Egypt,Annual average inflation (consumer prices) rate,2024,32.2,Egypt_2024
El Salvador,Annual average inflation (consumer prices) rate,2024,2.4,El Salvador_2024
Equatorial Guinea,Annual average inflation (consumer prices) rate,2024,4.0,Equatorial Guinea_2024
Eritrea,Annual average inflation (consumer prices) rate,2024,,Eritrea_2024
Estonia,Annual average inflation (consumer prices) rate,2024,3.8,Estonia_2024
Eswatini,Annual average inflation (consumer prices) rate,2024,5.0,Eswatini_2024
Ethiopia,Annual average inflation (consumer prices) rate,2024,20.7,Ethiopia_2024
Fiji,Annual average inflation (consumer prices) rate,2024,3.5,Fiji_2024
Finland,Annual average inflation (consumer prices) rate,2024,1.9,Finland_2024
France,Annual average inflation (consumer prices) rate,2024,2.5,France_2024
Gabon,Annual average inflation (consumer prices) rate,2024,2.5,Gabon_2024
"Gambia, The",Annual average inflation (consumer prices) rate,2024,12.3,"Gambia, The_2024"
Georgia,Annual average inflation (consumer prices) rate,2024,2.7,Georgia_2024
Germany,Annual average inflation (consumer prices) rate,2024,3.5,Germany_2024
Ghana,Annual average inflation (consumer prices) rate,2024,23.2,Ghana_2024
Greece,Annual average inflation (consumer prices) rate,2024,2.8,Greece_2024
Grenada,Annual average inflation (consumer prices) rate,2024,2.5,Grenada_2024
Guatemala,Annual average inflation (consumer prices) rate,2024,5.5,Guatemala_2024
Guinea,Annual average inflation (consumer prices) rate,2024,7.9,Guinea_2024
Guinea-Bissau,Annual average inflation (consumer prices) rate,2024,3.0,Guinea-Bissau_2024
Guyana,Annual average inflation (consumer prices) rate,2024,4.7,Guyana_2024
Haiti,Annual average inflation (consumer prices) rate,2024,13.4,Haiti_2024
Honduras,Annual average inflation (consumer prices) rate,2024,4.7,Honduras_2024
Hong Kong SAR,Annual average inflation (consumer prices) rate,2024,2.3,Hong Kong SAR_2024
Hungary,Annual average inflation (consumer prices) rate,2024,6.6,Hungary_2024
Iceland,Annual average inflation (consumer prices) rate,2024,4.5,Iceland_2024
India,Annual average inflation (consumer prices) rate,2024,4.6,India_2024
Indonesia,Annual average inflation (consumer prices) rate,2024,2.5,Indonesia_2024
Iran,Annual average inflation (consumer prices) rate,2024,32.5,Iran_2024
Iraq,Annual average inflation (consumer prices) rate,2024,3.6,Iraq_2024
Ireland,Annual average inflation (consumer prices) rate,2024,3.0,Ireland_2024
Israel,Annual average inflation (consumer prices) rate,2024,3.0,Israel_2024
Italy,Annual average inflation (consumer prices) rate,2024,2.6,Italy_2024
Jamaica,Annual average inflation (consumer prices) rate,2024,5.0,Jamaica_2024
Japan,Annual average inflation (consumer prices) rate,2024,2.9,Japan_2024
Jordan,Annual average inflation (consumer prices) rate,2024,2.6,Jordan_2024
Kazakhstan,Annual average inflation (consumer prices) rate,2024,9.0,Kazakhstan_2024
Kenya,Annual average inflation (consumer prices) rate,2024,6.6,Kenya_2024
Kiribati,Annual average inflation (consumer prices) rate,2024,3.5,Kiribati_2024
"Korea, Republic of",Annual average inflation (consumer prices) rate,2024,2.3,"Korea, Republic of_2024"
Kosovo,Annual average inflation (consumer prices) rate,2024,3.1,Kosovo_2024
Kuwait,Annual average inflation (consumer prices) rate,2024,3.1,Kuwait_2024
Kyrgyz Republic,Annual average inflation (consumer prices) rate,2024,8.6,Kyrgyz Republic_2024
Lao P.D.R.,Annual average inflation (consumer prices) rate,2024,9.0,Lao P.D.R._2024
Latvia,Annual average inflation (consumer prices) rate,2024,4.2,Latvia_2024
Lebanon,Annual average inflation (consumer prices) rate,2024,,Lebanon_2024
Lesotho,Annual average inflation (consumer prices) rate,2024,5.6,Lesotho_2024
Liberia,Annual average inflation (consumer prices) rate,2024,8.0,Liberia_2024
Libya,Annual average inflation (consumer prices) rate,2024,2.9,Libya_2024
Lithuania,Annual average inflation (consumer prices) rate,2024,3.9,Lithuania_2024
Luxembourg,Annual average inflation (consumer prices) rate,2024,3.3,Luxembourg_2024
Macao SAR,Annual average inflation (consumer prices) rate,2024,1.7,Macao SAR_2024
Madagascar,Annual average inflation (consumer prices) rate,2024,8.8,Madagascar_2024
Malawi,Annual average inflation (consumer prices) rate,2024,19.8,Malawi_2024
Malaysia,Annual average inflation (consumer prices) rate,2024,2.7,Malaysia_2024
Maldives,Annual average inflation (consumer prices) rate,2024,2.8,Maldives_2024
Mali,Annual average inflation (consumer prices) rate,2024,2.8,Mali_2024
Malta,Annual average inflation (consumer prices) rate,2024,3.1,Malta_2024
Marshall Islands,Annual average inflation (consumer prices) rate,2024,2.8,Marshall Islands_2024
Mauritania,Annual average inflation (consumer prices) rate,2024,4.0,Mauritania_2024
Mauritius,Annual average inflation (consumer prices) rate,2024,6.5,Mauritius_2024
Mexico,Annual average inflation (consumer prices) rate,2024,3.8,Mexico_2024
"Micronesia, Fed. States of",Annual average inflation (consumer prices) rate,2024,4.1,"Micronesia, Fed. States of_2024"
Moldova,Annual average inflation (consumer prices) rate,2024,5.0,Moldova_2024
Mongolia,Annual average inflation (consumer prices) rate,2024,12.2,Mongolia_2024
Montenegro,Annual average inflation (consumer prices) rate,2024,4.3,Montenegro_2024
Morocco,Annual average inflation (consumer prices) rate,2024,3.5,Morocco_2024
Mozambique,Annual average inflation (consumer prices) rate,2024,6.5,Mozambique_2024
Myanmar,Annual average inflation (consumer prices) rate,2024,7.8,Myanmar_2024
Namibia,Annual average inflation (consumer prices) rate,2024,4.9,Namibia_2024
